ID Loja,Data,count
Shopping Iguatemi Fortaleza,2019-03-25,8
Palladium Shopping Curitiba,2019-11-18,8
Rio Mar Shopping Fortaleza,2019-07-25,8
Iguatemi Campinas,2019-02-01,8
Shopping Center Interlagos,2019-01-11,8
Bourbon Shopping SP,2019-10-08,8
Ribeirão Shopping,2019-05-14,8
Ribeirão Shopping,2019-05-01,8
Shopping Morumbi,2019-08-02,8
Shopping Morumbi,2019-07-31,8
Shopping União de Osasco,2019-04-24,8
Shopping Iguatemi Fortaleza,2019-03-09,8
Shopping Midway Mall,2019-05-04,8
Shopping Midway Mall,2019-05-03,8
Shopping Midway Mall,2019-05-02,8
Shopping Midway Mall,2019-04-28,8
Novo Shopping Ribeirão Preto,2019-04-06,8
Palladium Shopping Curitiba,2019-01-05,8
Shopping SP Market,2019-04-08,8
Shopping União de Osasco,2019-04-15,8
Shopping União de Osasco,2019-04-13,8
Shopping Recife,2019-08-10,8
Shopping Barra,2019-11-29,8
Iguatemi Campinas,2019-01-02,8
Center Shopping Uberlândia,2019-11-29,8
Bourbon Shopping SP,2019-10-14,8
Shopping União de Osasco,2019-11-02,8
Shopping Recife,2019-09-21,8
Palladium Shopping Curitiba,2019-10-22,8
Rio Mar Shopping Fortaleza,2019-05-27,8
Rio Mar Shopping Fortaleza,2019-06-20,8
Iguatemi Campinas,2019-02-03,8
Shopping União de Osasco,2019-07-03,8
Rio Mar Shopping Fortaleza,2019-06-11,8
Rio Mar Shopping Fortaleza,2019-06-10,8
Rio Mar Shopping Fortaleza,2019-06-06,8
Shopping Center Interlagos,2019-01-04,8
Shopping Recife,2019-08-18,8
Novo Shopping Ribeirão Preto,2019-08-18,8
Ribeirão Shopping,2019-03-09,8
Center Shopping Uberlândia,2019-06-27,8
Center Shopping Uberlândia,2019-06-22,8
Ribeirão Shopping,2019-03-25,8
Center Shopping Uberlândia,2019-08-26,8
Shopping SP Market,2019-06-23,8
Passei das Águas Shopping,2019-05-31,8
Bourbon Shopping SP,2019-05-12,8
Shopping Recife,2019-02-04,8
Shopping União de Osasco,2019-04-09,8
Center Shopping Uberlândia,2019-10-01,8
Shopping Vila Velha,2019-06-25,8
Center Shopping Uberlândia,2019-05-23,8
Rio Mar Recife,2019-04-14,8
Shopping Midway Mall,2019-04-02,8
Shopping Morumbi,2019-04-19,8
Center Shopping Uberlândia,2019-01-14,8
Shopping Center Interlagos,2019-03-06,8
Shopping Center Interlagos,2019-03-05,8
Shopping União de Osasco,2019-10-29,8
Iguatemi Campinas,2019-01-05,8
Iguatemi Esplanada,2019-10-10,8
Iguatemi Esplanada,2019-11-09,8
Center Shopping Uberlândia,2019-01-21,8
Iguatemi Campinas,2019-10-11,8
Iguatemi Campinas,2019-10-08,8
Iguatemi Campinas,2019-09-30,8
Shopping União de Osasco,2019-05-11,8
Shopping Vila Velha,2019-04-21,8
Center Shopping Uberlândia,2019-09-28,8
Shopping União de Osasco,2019-06-28,8
Shopping Iguatemi Fortaleza,2019-04-23,8
Shopping Iguatemi Fortaleza,2019-04-21,8
Center Shopping Uberlândia,2019-09-02,8
Center Shopping Uberlândia,2019-08-30,8
Center Shopping Uberlândia,2019-08-29,8
Shopping Recife,2019-10-07,8
Novo Shopping Ribeirão Preto,2019-11-11,8
Novo Shopping Ribeirão Preto,2019-11-10,8
Shopping Recife,2019-08-24,8
Shopping Center Interlagos,2019-03-29,8
Shopping Center Leste Aricanduva,2019-07-28,8
Shopping Center Leste Aricanduva,2019-07-27,8
Shopping Iguatemi Fortaleza,2019-05-07,8
Novo Shopping Ribeirão Preto,2019-01-17,8
Shopping União de Osasco,2019-07-01,8
Shopping União de Osasco,2019-06-30,8
Shopping Midway Mall,2019-04-22,8
Rio Mar Recife,2019-05-03,8
Rio Mar Recife,2019-05-01,8
Iguatemi Esplanada,2019-02-25,8
Center Shopping Uberlândia,2019-08-20,8
Rio Mar Shopping Fortaleza,2019-04-28,8
Center Shopping Uberlândia,2019-04-10,8
Shopping Iguatemi Fortaleza,2019-06-20,8
Shopping Iguatemi Fortaleza,2019-06-19,8
Shopping Iguatemi Fortaleza,2019-06-17,8
Novo Shopping Ribeirão Preto,2019-01-05,8
Shopping Iguatemi Fortaleza,2019-04-15,8
Shopping Iguatemi Fortaleza,2019-05-11,8
Shopping Center Leste Aricanduva,2019-08-19,8
Iguatemi Esplanada,2019-11-03,8
Shopping Center Leste Aricanduva,2019-09-12,8
Shopping Center Interlagos,2019-04-26,8
Shopping Center Interlagos,2019-04-21,8
Shopping União de Osasco,2019-10-14,8
Shopping Center Interlagos,2019-04-18,8
Iguatemi Esplanada,2019-10-18,8
Shopping Morumbi,2019-05-12,8
Ribeirão Shopping,2019-03-15,8
Novo Shopping Ribeirão Preto,2019-07-12,8
Ribeirão Shopping,2019-02-20,8
Shopping Vila Velha,2019-04-25,8
Shopping União de Osasco,2019-05-07,8
Shopping Morumbi,2019-05-09,8
Shopping Morumbi,2019-06-14,8
Shopping Morumbi,2019-06-07,8
Center Shopping Uberlândia,2019-10-26,8
Rio Mar Shopping Fortaleza,2019-02-15,8
Novo Shopping Ribeirão Preto,2019-02-02,8
Novo Shopping Ribeirão Preto,2019-02-01,8
Novo Shopping Ribeirão Preto,2019-01-30,8
Shopping Iguatemi Fortaleza,2019-06-07,8
Shopping Iguatemi Fortaleza,2019-07-08,8
Shopping Center Interlagos,2019-05-10,8
Shopping Center Interlagos,2019-05-03,8
Shopping União de Osasco,2019-09-10,8
Palladium Shopping Curitiba,2019-04-06,8
Palladium Shopping Curitiba,2019-04-05,8
Palladium Shopping Curitiba,2019-05-11,8
Shopping Center Interlagos,2019-07-12,8
Rio Mar Shopping Fortaleza,2019-03-13,8
Shopping Midway Mall,2019-02-24,8
Novo Shopping Ribeirão Preto,2019-03-22,8
Rio Mar Recife,2019-04-24,8
Rio Mar Recife,2019-05-23,8
Shopping Midway Mall,2019-02-21,8
Shopping Midway Mall,2019-03-10,8
Shopping Center Interlagos,2019-03-18,8
Shopping Center Interlagos,2019-04-11,8
Shopping Center Interlagos,2019-07-03,8
Shopping Center Interlagos,2019-07-02,8
Iguatemi Esplanada,2019-11-16,8
Shopping Center Leste Aricanduva,2019-06-16,8
Iguatemi Esplanada,2019-04-13,8
Shopping SP Market,2019-06-07,8
Rio Mar Shopping Fortaleza,2019-02-01,8
Novo Shopping Ribeirão Preto,2019-01-24,8
Shopping Iguatemi Fortaleza,2019-06-26,8
Shopping Iguatemi Fortaleza,2019-06-22,8
Shopping Iguatemi Fortaleza,2019-07-23,8
Novo Shopping Ribeirão Preto,2019-02-16,8
Shopping Recife,2019-09-13,8
Shopping Recife,2019-09-10,8
Shopping Recife,2019-10-10,8
Shopping Recife,2019-10-09,8
Shopping Center Leste Aricanduva,2019-07-07,8
Shopping SP Market,2019-01-11,8
Shopping SP Market,2019-02-07,8
Passei das Águas Shopping,2019-06-16,8
Iguatemi Esplanada,2019-03-11,8
Shopping União de Osasco,2019-05-18,8
Shopping Midway Mall,2019-02-14,8
Shopping Midway Mall,2019-02-12,8
Rio Mar Recife,2019-05-21,8
Rio Mar Recife,2019-05-15,8
Rio Mar Recife,2019-05-14,8
Rio Mar Recife,2019-05-04,8
Norte Shopping,2019-03-27,8
Shopping Recife,2019-11-03,8
Shopping Recife,2019-11-30,8
Parque Dom Pedro Shopping,2019-08-12,8
Ribeirão Shopping,2019-02-25,8
Shopping Morumbi,2019-05-27,8
Parque Dom Pedro Shopping,2019-02-04,8
Ribeirão Shopping,2019-01-19,8
Shopping Recife,2019-01-19,8
Palladium Shopping Curitiba,2019-02-16,8
Shopping SP Market,2019-05-10,8
Shopping SP Market,2019-06-12,8
Bourbon Shopping SP,2019-07-25,8
Bourbon Shopping SP,2019-07-19,8
Bourbon Shopping SP,2019-07-18,8
Iguatemi Campinas,2019-04-05,8
Center Shopping Uberlândia,2019-09-19,8
Shopping Center Interlagos,2019-06-19,8
Shopping Center Interlagos,2019-06-12,8
Shopping Center Leste Aricanduva,2019-05-13,8
Shopping Vila Velha,2019-06-04,8
Bourbon Shopping SP,2019-07-29,8
Shopping Vila Velha,2019-01-31,8
Rio Mar Recife,2019-11-20,8
Rio Mar Recife,2019-11-17,8
Rio Mar Shopping Fortaleza,2019-01-24,8
Shopping Morumbi,2019-10-22,8
Shopping Midway Mall,2019-03-05,8
Rio Mar Recife,2019-05-26,8
Rio Mar Recife,2019-06-24,8
Iguatemi Esplanada,2019-03-15,8
Shopping Center Interlagos,2019-05-31,8
Shopping Morumbi,2019-06-05,8
Shopping Morumbi,2019-05-01,8
Ribeirão Shopping,2019-02-01,8
Ribeirão Shopping,2019-03-01,8
Shopping Center Interlagos,2019-08-12,8
Shopping Center Leste Aricanduva,2019-04-13,8
Shopping Center Leste Aricanduva,2019-04-10,8
Shopping Iguatemi Fortaleza,2019-09-02,8
Rio Mar Recife,2019-11-02,8
Bourbon Shopping SP,2019-05-17,8
Bourbon Shopping SP,2019-05-16,8
Shopping Iguatemi Fortaleza,2019-08-24,8
Shopping Iguatemi Fortaleza,2019-08-22,8
Shopping Iguatemi Fortaleza,2019-08-21,8
Bourbon Shopping SP,2019-11-30,8
Bourbon Shopping SP,2019-11-21,8
Shopping Recife,2019-09-26,8
Shopping Recife,2019-10-27,8
Shopping Recife,2019-10-23,8
Iguatemi Campinas,2019-06-16,8
Shopping Morumbi,2019-11-01,8
Shopping Iguatemi Fortaleza,2019-09-07,8
Shopping Iguatemi Fortaleza,2019-09-06,8
Rio Mar Recife,2019-09-09,8
Iguatemi Esplanada,2019-04-01,8
Shopping Center Interlagos,2019-09-27,8
Shopping Center Interlagos,2019-09-24,8
Ribeirão Shopping,2019-01-15,8
Ribeirão Shopping,2019-02-15,8
Ribeirão Shopping,2019-02-12,8
Passei das Águas Shopping,2019-10-16,8
Passei das Águas Shopping,2019-10-10,8
Passei das Águas Shopping,2019-10-04,8
Norte Shopping,2019-03-15,8
Center Shopping Uberlândia,2019-01-04,8
Center Shopping Uberlândia,2019-01-02,8
Shopping Center Leste Aricanduva,2019-03-12,8
Shopping Morumbi,2019-06-23,8
Shopping Morumbi,2019-06-17,8
Bourbon Shopping SP,2019-06-07,8
Novo Shopping Ribeirão Preto,2019-07-03,8
Shopping União de Osasco,2019-02-22,8
Shopping SP Market,2019-02-26,8
Rio Mar Recife,2019-10-07,8
Center Shopping Uberlândia,2019-05-07,8
Shopping Iguatemi Fortaleza,2019-10-25,8
Shopping Iguatemi Fortaleza,2019-10-19,8
Rio Mar Recife,2019-09-03,8
Rio Mar Recife,2019-10-26,8
Iguatemi Esplanada,2019-02-16,8
Iguatemi Esplanada,2019-02-14,8
Rio Mar Recife,2019-05-29,8
Shopping Recife,2019-10-17,8
Parque Dom Pedro Shopping,2019-06-04,8
Shopping Center Leste Aricanduva,2019-02-01,8
Shopping SP Market,2019-11-11,8
Shopping União de Osasco,2019-05-21,8
Iguatemi Esplanada,2019-02-22,8
Shopping Midway Mall,2019-01-16,8
Rio Mar Recife,2019-08-31,8
Passei das Águas Shopping,2019-05-21,8
Novo Shopping Ribeirão Preto,2019-09-04,8
Iguatemi Campinas,2019-09-02,8
Center Shopping Uberlândia,2019-05-14,8
Parque Dom Pedro Shopping,2019-07-07,8
Center Shopping Uberlândia,2019-08-16,8
Shopping Vila Velha,2019-09-07,8
Norte Shopping,2019-03-03,8
Bourbon Shopping SP,2019-01-24,8
Bourbon Shopping SP,2019-11-12,8
Shopping Vila Velha,2019-07-09,8
Shopping Vila Velha,2019-07-07,8
Shopping SP Market,2019-11-30,8
Iguatemi Campinas,2019-08-24,8
Shopping Morumbi,2019-11-09,8
Shopping SP Market,2019-05-25,8
Shopping SP Market,2019-05-19,8
Shopping Center Leste Aricanduva,2019-02-14,8
Bourbon Shopping SP,2019-01-30,8
Iguatemi Campinas,2019-06-13,8
Iguatemi Campinas,2019-07-09,8
Shopping Center Interlagos,2019-11-02,8
Shopping Vila Velha,2019-07-14,8
Shopping Vila Velha,2019-07-13,8
Shopping União de Osasco,2019-03-13,8
Novo Shopping Ribeirão Preto,2019-10-08,8
Passei das Águas Shopping,2019-01-09,8
Parque Dom Pedro Shopping,2019-11-30,8
Passei das Águas Shopping,2019-09-06,8
Passei das Águas Shopping,2019-08-30,8
Iguatemi Campinas,2019-02-24,8
Parque Dom Pedro Shopping,2019-03-31,8
Shopping SP Market,2019-08-28,8
Shopping Ibirapuera,2019-01-29,8
Shopping Ibirapuera,2019-02-22,8
Iguatemi Campinas,2019-07-19,8
Iguatemi Campinas,2019-08-18,8
Salvador Shopping,2019-08-22,8
Bourbon Shopping SP,2019-01-29,8
Shopping União de Osasco,2019-01-22,8
Palladium Shopping Curitiba,2019-03-12,7
Palladium Shopping Curitiba,2019-05-18,7
Shopping Center Interlagos,2019-08-31,7
Iguatemi Campinas,2019-09-10,7
Shopping SP Market,2019-02-25,7
Parque Dom Pedro Shopping,2019-04-10,7
Parque Dom Pedro Shopping,2019-03-16,7
Parque Dom Pedro Shopping,2019-03-18,7
Novo Shopping Ribeirão Preto,2019-07-08,7
Shopping Center Leste Aricanduva,2019-03-10,7
Shopping Center Leste Aricanduva,2019-03-22,7
Shopping Center Leste Aricanduva,2019-03-23,7
Shopping Center Leste Aricanduva,2019-03-28,7
Shopping Center Leste Aricanduva,2019-03-30,7
Center Shopping Uberlândia,2019-08-17,7
Parque Dom Pedro Shopping,2019-07-06,7
Novo Shopping Ribeirão Preto,2019-03-11,7
Rio Mar Recife,2019-09-14,7
Shopping Iguatemi Fortaleza,2019-10-03,7
Novo Shopping Ribeirão Preto,2019-02-12,7
Shopping Recife,2019-01-07,7
Passei das Águas Shopping,2019-08-02,7
Passei das Águas Shopping,2019-08-03,7
Passei das Águas Shopping,2019-07-16,7
Shopping Midway Mall,2019-01-03,7
Rio Mar Recife,2019-05-27,7
Shopping Vila Velha,2019-02-19,7
Rio Mar Recife,2019-10-22,7
Shopping Iguatemi Fortaleza,2019-10-17,7
Rio Mar Recife,2019-10-01,7
Rio Mar Recife,2019-10-05,7
Passei das Águas Shopping,2019-07-20,7
Iguatemi Esplanada,2019-03-13,7
Rio Mar Recife,2019-06-16,7
Rio Mar Recife,2019-06-20,7
Shopping Morumbi,2019-10-23,7
Shopping Morumbi,2019-10-24,7
Passei das Águas Shopping,2019-07-29,7
Iguatemi Esplanada,2019-03-04,7
Rio Mar Recife,2019-10-16,7
Rio Mar Recife,2019-10-18,7
Bourbon Shopping SP,2019-03-07,7
Iguatemi Esplanada,2019-03-06,7
Shopping Vila Velha,2019-05-10,7
Novo Shopping Ribeirão Preto,2019-08-25,7
Shopping Iguatemi Fortaleza,2019-09-11,7
Iguatemi Esplanada,2019-03-02,7
Novo Shopping Ribeirão Preto,2019-03-09,7
Center Shopping Uberlândia,2019-04-22,7
Shopping Midway Mall,2019-02-10,7
Rio Mar Recife,2019-05-05,7
Rio Mar Recife,2019-05-20,7
Shopping Midway Mall,2019-02-11,7
Rio Mar Recife,2019-03-31,7
Shopping Recife,2019-01-21,7
Passei das Águas Shopping,2019-06-14,7
Parque Dom Pedro Shopping,2019-04-03,7
Shopping SP Market,2019-01-07,7
Bourbon Shopping SP,2019-07-26,7
Bourbon Shopping SP,2019-07-27,7
Shopping SP Market,2019-06-13,7
Shopping SP Market,2019-06-14,7
Shopping Vila Velha,2019-06-30,7
Bourbon Shopping SP,2019-05-22,7
Rio Mar Shopping Fortaleza,2019-02-26,7
Center Shopping Uberlândia,2019-04-15,7
Rio Mar Recife,2019-04-03,7
Novo Shopping Ribeirão Preto,2019-03-19,7
Shopping Vila Velha,2019-02-05,7
Shopping Vila Velha,2019-02-10,7
Shopping Vila Velha,2019-02-14,7
Rio Mar Shopping Fortaleza,2019-03-05,7
Shopping Iguatemi Fortaleza,2019-07-19,7
Shopping Iguatemi Fortaleza,2019-07-21,7
Shopping Iguatemi Fortaleza,2019-07-06,7
Shopping SP Market,2019-06-06,7
Shopping SP Market,2019-06-08,7
Rio Mar Shopping Fortaleza,2019-02-07,7
Shopping Iguatemi Fortaleza,2019-08-01,7
Center Shopping Uberlândia,2019-04-16,7
Center Shopping Uberlândia,2019-04-01,7
Shopping Midway Mall,2019-04-05,7
Iguatemi Esplanada,2019-01-28,7
Shopping Vila Velha,2019-07-26,7
Rio Mar Recife,2019-04-26,7
Rio Mar Shopping Fortaleza,2019-05-01,7
Rio Mar Shopping Fortaleza,2019-05-05,7
Rio Mar Shopping Fortaleza,2019-05-11,7
Shopping Iguatemi Fortaleza,2019-05-12,7
Shopping Iguatemi Fortaleza,2019-05-15,7
Novo Shopping Ribeirão Preto,2019-01-07,7
Rio Mar Shopping Fortaleza,2019-04-19,7
Shopping Iguatemi Fortaleza,2019-05-20,7
Rio Mar Shopping Fortaleza,2019-03-29,7
Novo Shopping Ribeirão Preto,2019-02-05,7
Iguatemi Esplanada,2019-03-19,7
Bourbon Shopping SP,2019-08-08,7
Shopping Midway Mall,2019-04-11,7
Shopping Midway Mall,2019-04-26,7
Shopping Midway Mall,2019-03-30,7
Rio Mar Recife,2019-03-27,7
Rio Mar Recife,2019-03-28,7
Shopping SP Market,2019-04-26,7
Passei das Águas Shopping,2019-05-13,7
Shopping Recife,2019-02-16,7
Shopping SP Market,2019-06-24,7
Center Shopping Uberlândia,2019-09-01,7
Rio Mar Shopping Fortaleza,2019-06-02,7
Rio Mar Shopping Fortaleza,2019-06-03,7
Rio Mar Shopping Fortaleza,2019-06-05,7
Rio Mar Shopping Fortaleza,2019-05-19,7
Shopping União de Osasco,2019-06-27,7
Palladium Shopping Curitiba,2019-11-19,7
Shopping Iguatemi Fortaleza,2019-02-25,7
Rio Mar Shopping Fortaleza,2019-08-06,7
Rio Mar Recife,2019-03-06,7
Parque Dom Pedro Shopping,2019-02-17,7
Parque Dom Pedro Shopping,2019-01-19,7
Shopping Midway Mall,2019-05-06,7
Palladium Shopping Curitiba,2019-10-23,7
Rio Mar Shopping Fortaleza,2019-08-11,7
Rio Mar Shopping Fortaleza,2019-08-13,7
Shopping Iguatemi Fortaleza,2019-03-29,7
Iguatemi Campinas,2019-02-02,7
Shopping Iguatemi Fortaleza,2019-04-10,7
Shopping Iguatemi Fortaleza,2019-04-12,7
Center Shopping Uberlândia,2019-04-11,7
Center Shopping Uberlândia,2019-11-03,7
Shopping Ibirapuera,2019-11-29,7
Shopping Iguatemi Fortaleza,2019-01-03,7
Rio Mar Shopping Fortaleza,2019-09-05,7
Shopping Morumbi,2019-10-13,7
Shopping Morumbi,2019-10-14,7
Passei das Águas Shopping,2019-08-16,7
Shopping Iguatemi Fortaleza,2019-01-14,7
Bourbon Shopping SP,2019-03-02,7
Shopping Iguatemi Fortaleza,2019-01-23,7
Rio Mar Shopping Fortaleza,2019-07-21,7
Shopping Iguatemi Fortaleza,2019-03-02,7
Passei das Águas Shopping,2019-05-01,7
Novo Shopping Ribeirão Preto,2019-09-20,7
Shopping SP Market,2019-07-16,7
Rio Mar Shopping Fortaleza,2019-07-28,7
Palladium Shopping Curitiba,2019-11-07,7
Novo Shopping Ribeirão Preto,2019-04-03,7
Novo Shopping Ribeirão Preto,2019-04-08,7
Novo Shopping Ribeirão Preto,2019-04-13,7
Shopping Morumbi,2019-08-28,7
Shopping Morumbi,2019-10-07,7
Shopping Ibirapuera,2019-10-20,7
Norte Shopping,2019-10-05,7
Shopping Ibirapuera,2019-09-27,7
Shopping União de Osasco,2019-07-09,7
Rio Mar Shopping Fortaleza,2019-11-05,7
Norte Shopping,2019-10-22,7
Rio Mar Shopping Fortaleza,2019-08-25,7
Shopping Ibirapuera,2019-11-19,7
Iguatemi Campinas,2019-08-03,7
Shopping União de Osasco,2019-03-29,7
Shopping União de Osasco,2019-04-02,7
Ribeirão Shopping,2019-11-19,7
Shopping Midway Mall,2019-06-26,7
Iguatemi Esplanada,2019-01-09,7
Iguatemi Esplanada,2019-01-16,7
Palladium Shopping Curitiba,2019-02-03,7
Bourbon Shopping SP,2019-04-17,7
Bourbon Shopping SP,2019-04-21,7
Shopping SP Market,2019-07-03,7
Center Shopping Uberlândia,2019-03-21,7
Passei das Águas Shopping,2019-03-14,7
Passei das Águas Shopping,2019-04-29,7
Salvador Shopping,2019-01-21,7
Rio Mar Shopping Fortaleza,2019-11-24,7
Shopping União de Osasco,2019-07-13,7
Shopping União de Osasco,2019-07-22,7
Salvador Shopping,2019-01-02,7
Salvador Shopping,2019-03-11,7
Shopping Recife,2019-02-22,7
Passei das Águas Shopping,2019-03-27,7
Shopping SP Market,2019-04-16,7
Shopping SP Market,2019-03-20,7
Bourbon Shopping SP,2019-07-06,7
Rio Mar Recife,2019-01-03,7
Shopping Midway Mall,2019-08-03,7
Shopping Midway Mall,2019-07-21,7
Shopping Ibirapuera,2019-10-04,7
Shopping Ibirapuera,2019-10-05,7
Salvador Shopping,2019-02-06,7
Salvador Shopping,2019-02-07,7
Iguatemi Esplanada,2019-06-06,7
Center Shopping Uberlândia,2019-03-13,7
Rio Mar Shopping Fortaleza,2019-11-25,7
Salvador Shopping,2019-04-23,7
Salvador Shopping,2019-04-27,7
Shopping Morumbi,2019-10-15,7
Shopping Morumbi,2019-09-16,7
Shopping Morumbi,2019-09-17,7
Shopping Morumbi,2019-09-26,7
Ribeirão Shopping,2019-10-24,7
Passei das Águas Shopping,2019-02-26,7
Bourbon Shopping SP,2019-02-03,7
Shopping Recife,2019-02-24,7
Salvador Shopping,2019-03-27,7
Shopping Vila Velha,2019-01-26,7
Bourbon Shopping SP,2019-08-19,7
Salvador Shopping,2019-04-03,7
Salvador Shopping,2019-04-07,7
Iguatemi Esplanada,2019-05-09,7
Salvador Shopping,2019-06-16,7
Salvador Shopping,2019-06-23,7
Shopping SP Market,2019-03-23,7
Shopping SP Market,2019-03-25,7
Novo Shopping Ribeirão Preto,2019-04-26,7
Shopping Midway Mall,2019-08-14,7
Shopping Recife,2019-04-02,7
Shopping Recife,2019-03-09,7
Salvador Shopping,2019-05-25,7
Salvador Shopping,2019-05-29,7
Salvador Shopping,2019-04-28,7
Palladium Shopping Curitiba,2019-09-03,7
Iguatemi Esplanada,2019-05-28,7
Iguatemi Esplanada,2019-05-29,7
Salvador Shopping,2019-05-14,7
Shopping Ibirapuera,2019-07-06,7
Bourbon Shopping SP,2019-09-07,7
Shopping Ibirapuera,2019-03-30,7
Salvador Shopping,2019-07-24,7
Shopping Midway Mall,2019-07-23,7
Ribeirão Shopping,2019-10-13,7
Center Shopping Uberlândia,2019-03-03,7
Shopping Ibirapuera,2019-04-15,7
Shopping Ibirapuera,2019-04-20,7
Shopping Ibirapuera,2019-04-28,7
Parque Dom Pedro Shopping,2019-04-30,7
Parque Dom Pedro Shopping,2019-05-02,7
Shopping SP Market,2019-07-25,7
Shopping SP Market,2019-07-31,7
Palladium Shopping Curitiba,2019-09-26,7
Salvador Shopping,2019-06-05,7
Salvador Shopping,2019-06-08,7
Bourbon Shopping SP,2019-09-13,7
Salvador Shopping,2019-08-03,7
Salvador Shopping,2019-08-07,7
Iguatemi Campinas,2019-11-18,7
Shopping Midway Mall,2019-09-30,7
Iguatemi Campinas,2019-11-26,7
Iguatemi Esplanada,2019-01-05,7
Shopping Midway Mall,2019-09-18,7
Shopping Midway Mall,2019-09-19,7
Ribeirão Shopping,2019-09-25,7
Norte Shopping,2019-09-05,7
Salvador Shopping,2019-09-16,7
Shopping Ibirapuera,2019-03-21,7
Norte Shopping,2019-09-11,7
Palladium Shopping Curitiba,2019-09-08,7
Center Shopping Uberlândia,2019-07-26,7
Passei das Águas Shopping,2019-01-15,7
Passei das Águas Shopping,2019-01-18,7
Passei das Águas Shopping,2019-01-25,7
Shopping Ibirapuera,2019-02-23,7
Norte Shopping,2019-08-26,7
Salvador Shopping,2019-10-03,7
Parque Dom Pedro Shopping,2019-03-28,7
Shopping Morumbi,2019-09-07,7
Center Shopping Uberlândia,2019-07-16,7
Iguatemi Esplanada,2019-01-25,7
Iguatemi Campinas,2019-11-20,7
Ribeirão Shopping,2019-09-04,7
Palladium Shopping Curitiba,2019-09-09,7
Palladium Shopping Curitiba,2019-09-10,7
Palladium Shopping Curitiba,2019-08-20,7
Palladium Shopping Curitiba,2019-08-24,7
Norte Shopping,2019-07-07,7
Bourbon Shopping SP,2019-03-13,7
Parque Dom Pedro Shopping,2019-04-23,7
Parque Dom Pedro Shopping,2019-04-26,7
Shopping Recife,2019-05-07,7
Shopping Recife,2019-05-13,7
Shopping União de Osasco,2019-03-08,7
Salvador Shopping,2019-10-26,7
Salvador Shopping,2019-11-02,7
Shopping SP Market,2019-08-16,7
Shopping Ibirapuera,2019-01-09,7
Iguatemi Esplanada,2019-07-08,7
Salvador Shopping,2019-09-22,7
Shopping Ibirapuera,2019-02-20,7
Center Shopping Uberlândia,2019-07-31,7
Center Shopping Uberlândia,2019-08-03,7
Shopping SP Market,2019-09-16,7
Shopping SP Market,2019-09-24,7
Novo Shopping Ribeirão Preto,2019-10-16,7
Center Shopping Uberlândia,2019-06-03,7
Center Shopping Uberlândia,2019-10-07,7
Iguatemi Campinas,2019-11-10,7
Palladium Shopping Curitiba,2019-03-22,7
Palladium Shopping Curitiba,2019-08-06,7
Shopping Eldorado,2019-11-17,7
Shopping Eldorado,2019-10-24,7
Shopping Barra,2019-01-12,7
Norte Shopping,2019-07-26,7
Norte Shopping,2019-07-29,7
Shopping União de Osasco,2019-07-30,7
Shopping União de Osasco,2019-08-04,7
Shopping União de Osasco,2019-08-05,7
Shopping Vila Velha,2019-04-01,7
Novo Shopping Ribeirão Preto,2019-06-08,7
Ribeirão Shopping,2019-07-27,7
Shopping Midway Mall,2019-11-09,7
Shopping Barra,2019-01-28,7
Shopping Barra,2019-02-13,7
Norte Shopping,2019-07-12,7
Bourbon Shopping SP,2019-09-29,7
Shopping Eldorado,2019-09-16,7
Shopping Eldorado,2019-09-24,7
Shopping Eldorado,2019-10-07,7
Shopping Eldorado,2019-10-08,7
Iguatemi Esplanada,2019-07-21,7
Iguatemi Esplanada,2019-07-28,7
Shopping Barra,2019-01-24,7
Shopping Barra,2019-01-25,7
Center Shopping Uberlândia,2019-02-22,7
Center Shopping Uberlândia,2019-02-09,7
Parque Dom Pedro Shopping,2019-03-24,7
Shopping SP Market,2019-01-30,7
Center Shopping Uberlândia,2019-06-08,7
Shopping Midway Mall,2019-10-23,7
Shopping Midway Mall,2019-11-16,7
Ribeirão Shopping,2019-08-05,7
Parque Dom Pedro Shopping,2019-05-27,7
Parque Dom Pedro Shopping,2019-11-23,7
Parque Dom Pedro Shopping,2019-10-26,7
Shopping União de Osasco,2019-11-22,7
Shopping Eldorado,2019-07-22,7
Shopping Eldorado,2019-07-30,7
Norte Shopping,2019-07-18,7
Shopping Barra,2019-03-18,7
Shopping Eldorado,2019-03-26,7
Shopping Morumbi,2019-01-16,7
Novo Shopping Ribeirão Preto,2019-06-03,7
Shopping Morumbi,2019-08-20,7
Shopping Morumbi,2019-08-25,7
Shopping Barra,2019-07-03,7
Shopping União de Osasco,2019-11-12,7
Iguatemi Esplanada,2019-09-11,7
Iguatemi Esplanada,2019-09-20,7
Iguatemi Esplanada,2019-08-29,7
Iguatemi Esplanada,2019-09-03,7
Iguatemi Campinas,2019-04-16,7
Shopping Barra,2019-07-12,7
Palladium Shopping Curitiba,2019-06-27,7
Shopping Eldorado,2019-07-03,7
Shopping Barra,2019-04-21,7
Norte Shopping,2019-06-29,7
Ribeirão Shopping,2019-06-06,7
Ribeirão Shopping,2019-06-12,7
Ribeirão Shopping,2019-06-26,7
Shopping SP Market,2019-03-14,7
Shopping SP Market,2019-03-18,7
Novo Shopping Ribeirão Preto,2019-05-23,7
Novo Shopping Ribeirão Preto,2019-05-25,7
Iguatemi Campinas,2019-10-23,7
Shopping Eldorado,2019-04-19,7
